Tempo(ms),Leitura(ECG)
5032,857
5040,871
5047,880
5055,877
5063,869
5070,861
5078,851
5085,840
5215,817
5223,818
5244,821
5252,824
5259,826
5267,829
5275,834
5282,829
5290,827
5298,825
5305,829
5313,842
5320,854
5328,862
5336,862
5343,864
5351,862
5359,863
5366,855
5374,847
5382,843
5389,842
5397,845
5404,849
5412,849
5420,844
5427,847
5435,846
5443,845
5450,848
5458,827
5465,861
5475,1062
5483,1185
5491,1135
5498,850
5506,662
5514,707
5521,750
5529,788
5536,801
5544,807
5552,819
5559,829
5567,834
5575,836
5582,839
5590,844
5720,899
5727,881
5749,825
5756,807
5764,790
5772,771
5779,761
5787,756
5794,748
5802,745
5810,743
5818,742
5825,740
5833,740
5840,742
5848,745
5856,747
5863,744
5871,743
5879,749
5886,752
5894,752
5901,747
5909,744
5917,740
5924,735
5932,741
5940,741
5947,748
5955,758
5963,764
5970,770
5978,775
5985,772
5993,765
6003,759
6011,750
6018,745
6026,745
6034,750
6041,757
6049,760
6057,761
6064,758
6072,765
6079,773
6087,780
6095,763
6102,832
6233,833
6254,844
6261,850
6269,861
6277,871
6284,879
6292,897
6300,909
6307,924
6315,934
6322,940
6330,939
6338,927
6346,923
6353,912
6361,894
6368,875
6376,858
6384,844
6391,830
6399,818
6407,815
6414,812
6422,813
6430,815
6437,821
6445,812
6452,814
6460,813
6468,819
6475,825
6483,827
6491,830
6498,833
6506,835
6513,837
6521,838
6531,830
6539,822
6546,815
6554,812
6562,815
6569,818
6577,826
6584,834
6592,843
6600,845
6607,847
6737,996
6758,1082
6766,750
6774,703
6781,731
6789,757
6797,761
6804,758
6812,765
6819,769
6827,771
6835,771
6842,772
6850,772
6858,774
6865,778
6873,778
6881,780
6888,784
6896,788
6903,792
6911,802
6919,811
6926,823
6934,835
6942,846
6949,849
6957,849
6965,841
6972,831
6980,821
6987,808
6995,791
7003,775
7010,764
7018,751
7026,745
7033,738
7041,735
7048,736
7058,734
7066,729
7074,730
7081,737
7089,747
7097,751
7104,759
7112,763
7242,840
7262,837
7270,835
7278,833
7285,826
7293,829
7301,833
7309,837
7316,839
7324,843
7331,850
7339,851
7347,858
7354,849
7362,840
7370,927
7377,1112
7385,1247
7393,1162
7400,851
7408,744
7415,773
7423,804
7431,818
7438,818
7446,825
7454,834
7461,839
7469,839
7476,841
7484,844
7492,845
7499,850
7507,853
7515,854
7522,856
7530,861
7538,867
7545,872
7553,880
7560,892
7568,905
7576,915
7586,920
7593,913
7601,900
7609,890
7738,835
7746,839
7767,835
7775,830
7782,825
7790,814
7798,808
7805,800
7813,793
7821,788
7829,790
7836,791
7844,793
7851,793
7859,793
7867,786
7874,776
7882,773
7890,775
7897,764
7905,757
7913,759
7920,760
7928,760
7935,757
7943,761
7951,763
7958,766
7966,768
7974,768
7981,753
7989,833
7996,1004
8004,1112
8012,1071
8019,774
8027,630
8035,661
8042,697
8050,726
8058,731
8065,745
8073,755
8080,763
8088,765
8096,771
8103,772
8113,775
8243,870
8251,853
8272,811
8279,807
8287,806
8295,807
8302,808
8310,810
8317,812
8325,816
8333,822
8341,825
8348,832
8356,837
8363,841
8371,844
8379,845
8386,845
8394,848
8402,848
8409,846
8417,845
8424,844
8432,844
8440,841
8447,846
8455,849
8463,853
8470,853
8478,855
8486,852
8493,849
8501,844
8508,841
8516,834
8524,834
8531,833
8539,832
8547,832
8554,832
8562,831
8570,829
8577,831
8585,835
8592,814
8600,827
8608,959
8615,1151
8745,849
8753,849
8777,844
8784,845
8792,851
8800,858
8807,865
8815,870
8822,867
8830,857
8838,846
8845,833
8853,815
8861,804
8868,783
8876,768
8884,751
8891,741
8899,731
8906,724
8914,721
8922,718
8929,718
8937,719
8945,724
8952,726
8960,733
8968,735
8975,741
8983,747
8990,751
8998,754
9006,758
9013,761
9021,761
9029,760
9036,757
9044,759
9052,761
9059,765
9067,771
9075,781
9082,785
9090,789
9097,790
9105,786
9113,786
9120,782
9250,831
9258,712
9279,774
9287,783
9294,796
9304,810
9312,812
9320,812
9327,818
9335,823
9343,831
9350,841
9358,852
9365,858
9373,859
9381,869
9388,878
9396,891
9404,906
9411,920
9419,930
9427,937
9434,940
9442,940
9449,934
9457,924
9465,911
9472,898
9480,881
9488,863
9495,848
9503,828
9511,821
9518,816
9526,813
9533,808
9541,809
9549,810
9556,812
9564,817
9572,816
9579,819
9587,820
9595,825
9602,828
9610,831
9617,829
9625,829
9633,827
9762,831
9783,826
9791,817
9799,811
9806,807
9814,804
9822,771
9832,864
9839,1042
9847,1167
9855,1093
9862,771
9870,659
9877,678
9885,699
9893,711
9900,717
9908,727
9916,737
9923,744
9931,750
9939,751
9946,756
9954,759
9961,764
9969,765
9977,769
9984,775
9992,784
10000,795
10007,803
10015,814
10023,825
10030,838
10038,846
10045,853
10053,854
10061,850
10068,841
10076,832
10084,819
10091,804
10221,805
10228,808
10236,808
10244,807
10251,801
10259,795
10267,795
10288,805
10295,816
10303,824
10310,830
10318,830
10326,832
10336,829
10343,822
10351,815
10359,814
10366,813
10374,819
10382,828
10389,829
10397,834
10404,836
10412,842
10420,848
10427,829
10435,848
10443,971
10450,1175
10458,1262
10466,1127
10473,805
10481,754
10488,771
10496,797
10626,901
10634,911
10641,919
10649,926
10656,925
10664,919
10672,910
10679,901
10687,883
10695,866
10702,848
10710,829
10718,815
10725,801
10733,792
10740,786
10748,782
10756,783
10763,785
10771,786
10792,788
10800,787
10807,785
10815,782
10823,777
10833,771
10840,759
10848,754
10856,749
10863,747
10871,742
10879,742
10886,745
10894,750
10902,757
10909,763
10917,767
11047,805
11054,925
11062,1131
11070,1198
11077,1051
11085,745
11093,706
11100,733
11108,753
11115,752
11123,754
11131,764
11138,769
11146,775
11154,782
11161,786
11169,787
11177,792
11184,793
11192,796
11199,800
11207,804
11215,813
11222,821
11230,830
11238,839
11245,853
11253,865
11261,876
11268,879
11276,878
11419,819
11427,823
11435,830
11445,833
11453,827
11460,828
11468,829
11475,830
11483,834
11491,835
11498,834
11506,832
11514,836
11521,843
11529,856
11537,863
11544,867
11552,868
11559,868
11567,859
11575,857
11582,857
11590,852
11598,846
11605,846
11613,848
11621,846
11628,844
11636,842
11643,847
11651,851
11659,854
11666,848
11674,839
11804,847
11811,850
11819,847
11826,849
11834,847
11842,851
11849,854
11857,858
11865,866
11872,871
11880,880
11888,884
11895,886
11903,882
11924,855
11932,840
11942,813
11949,783
11957,759
11965,742
11972,729
11980,723
11988,719
11995,717
12003,717
12010,719
12018,722
12026,726
12033,729
12041,731
12049,734
12056,737
12064,739
12072,742
12079,744
12087,742
12094,741
12224,785
12232,788
12240,789
12248,791
12255,795
12263,789
12270,783
12278,873
12286,1064
12293,1186
12301,1077
12309,763
12316,686
12324,720
12332,750
12339,756
12347,760
12354,769
12362,776
12370,779
12377,784
12385,789
12393,793
12400,797
12408,802
12431,804
12439,811
12446,823
12454,838
12462,856
12469,874
12477,892
12485,906
12492,912
12500,913
12630,858
12638,860
12645,860
12653,857
12660,854
12668,851
12676,851
12683,848
12691,839
12699,839
12706,838
12714,840
12721,843
12729,845
12737,845
12744,845
12752,843
12760,839
12767,833
12775,829
12783,820
12790,811
12798,812
12805,811
12813,811
12821,810
12828,811
12836,811
12844,811
12851,815
12859,798
12867,810
13010,839
13018,837
13025,832
13033,832
13043,835
13051,829
13058,829
13066,838
13073,844
13081,850
13089,848
13096,840
13104,832
13112,821
13119,810
13127,798
13135,784
13142,769
13150,756
13157,745
13165,742
13173,734
13180,732
13188,734
13196,739
13203,743
13211,748
13218,751
13226,754
13234,759
13241,761
13249,764
13257,765
13264,764
13394,808
13402,807
13409,804
13417,803
13425,806
13432,806
13440,811
13448,797
13455,806
13463,910
13471,1095
13478,1156
13486,1006
13493,684
13514,750
13522,771
13530,779
13540,794
13547,797
13555,801
13563,811
13570,820
13578,830
13586,835
13593,845
13601,853
13608,860
13616,871
13624,877
13631,888
13639,898
13647,910
13654,918
13662,928
13670,934
13677,938
13808,841
13815,844
13823,843
13831,845
13838,842
13846,840
13854,834
13861,833
13869,831
13877,830
13884,832
13892,836
13899,839
13907,838
13915,842
13922,834
13930,825
13938,819
13945,813
13953,806
13961,801
13968,800
13976,799
13983,797
13991,799
13999,799
14020,805
14030,781
14038,852
14045,1019
14053,1098
14060,1015
14068,704
14076,631
14083,674
14214,842
14222,852
14229,860
14237,868
14245,872
14252,868
14260,863
14267,851
14275,839
14283,826
14290,815
14298,803
14306,794
14313,779
14321,758
14329,749
14336,744
14344,740
14351,742
14359,746
14367,744
14374,747
14382,756
14390,759
14397,766
14405,775
14412,774
14420,775
14428,772
14435,768
14443,775
14451,782
14594,827
14602,804
14609,836
14617,971
14624,1150
14632,1189
14642,895
14650,718
14657,742
14665,775
14673,794
14680,800
14688,810
14696,823
14703,830
14711,838
14718,845
14726,850
14734,855
14741,861
14749,862
14757,860
14764,864
14772,874
14780,882
14787,893
14795,902
14802,905
14810,912
14818,921
14825,922
14833,923
14841,915
14848,905
14978,834
14986,833
14993,832
15001,829
15009,821
15016,821
15024,816
15032,819
15039,824
15047,824
15055,826
15062,828
15070,823
15077,816
15099,801
15106,790
15114,782
15121,777
15129,772
15139,763
15147,751
15155,743
15162,744
15170,750
15177,718
15185,753
15193,897
15200,1089
15208,1124
15215,929
15223,667
15231,669
15239,693
15246,712
15254,715
15261,724
15392,867
15399,871
15407,869
15415,864
15422,853
15430,844
15438,830
15445,814
15453,800
15460,788
15468,778
15476,769
15483,761
15491,757
15499,755
15506,755
15514,760
15521,764
15529,768
15537,771
15544,776
15552,779
15560,783
15567,786
15575,784
15583,785
15603,787
15611,792
15619,803
15629,818
15637,820
15644,822
15652,828
15659,827
15667,830
15675,833
15804,860
15812,785
15819,811
15827,828
15835,828
15842,829
15850,837
15858,840
15865,843
15873,842
15881,847
15888,844
15896,842
15903,845
15911,845
15919,847
15926,851
15934,855
15942,862
15949,869
15957,876
15965,886
15972,895
15980,902
15987,897
15995,889
16003,879
16010,868
16018,857
16026,844
16033,829
16041,818
16184,806
16192,796
16200,794
16207,790
16215,788
16223,790
16230,792
16238,786
16248,783
16256,767
16263,755
16271,752
16278,746
16286,737
16294,735
16301,740
16309,739
16317,742
16324,746
16332,751
16340,751
16347,760
16355,741
16362,759
16370,872
16378,1073
16385,1149
16393,993
16401,692
16408,675
16416,710
16424,735
16431,737
16439,743
16569,889
16576,897
16584,898
16591,891
16599,882
16607,866
16614,856
16622,843
16630,829
16637,816
16645,801
16653,791
16660,784
16668,777
16689,776
16696,781
16704,790
16712,797
16719,807
16727,816
16737,820
16745,819
16752,819
16760,822
16768,826
16775,828
16783,834
16791,836
16798,836
16806,833
16813,837
16821,842
16829,856
16836,869
16844,870
16852,869
16982,1058
16990,1248
16997,1231
17005,959
17013,744
17020,765
17028,797
17036,809
17043,805
17051,811
17059,819
17066,824
17074,826
17081,827
17089,830
17097,831
17104,831
17112,834
17120,840
17127,842
17135,844
17143,852
17150,862
17158,865
17165,874
17173,886
17194,890
17202,878
17209,866
17217,852
17227,833
17235,810
17242,788
17250,774
17258,759
17387,791
17395,787
17403,782
17410,782
17418,781
17425,787
17433,796
17441,796
17448,797
17456,798
17464,800
17471,793
17479,788
17487,784
17494,778
17502,776
17509,775
17517,777
17525,775
17532,778
17540,779
17548,783
17555,782
17563,780
17571,766
17578,851
17586,1042
17593,1152
17601,1067
17609,733
17616,651
17624,704
17767,887
17775,898
17783,911
17790,918
17798,917
17805,908
17813,901
17821,892
17828,883
17836,871
17846,852
17854,835
17861,820
17869,812
17877,810
17884,809
17892,807
17900,808
17907,811
17915,815
17922,821
17930,825
17938,825
17945,831
17953,834
17961,838
17968,839
17976,836
17984,834
17991,829
17999,828
18006,826
18014,826
18022,831
18152,841
18159,808
18167,851
18174,1003
18182,1163
18190,1173
18197,938
18205,698
18213,720
18220,750
18228,772
18236,773
18243,778
18251,789
18272,795
18280,795
18287,791
18295,790
18302,787
18310,785
18318,786
18325,788
18335,794
18343,793
18351,797
18358,806
18366,815
18374,825
18381,830
18389,827
18397,822
18404,815
18412,806
18419,794
18427,781
18435,768
18565,795
18573,796
18580,797
18588,793
18596,790
18603,788
18611,786
18619,794
18626,801
18634,807
18642,806
18649,809
18657,808
18664,805
18672,800
18680,800
18687,793
18695,790
18703,789
18710,789
18718,792
18726,789
18733,793
18741,795
18748,804
18756,779
18777,1098
18785,1237
18792,1123
18800,796
18807,726
18815,756
18825,783
18833,780
18840,785
18970,946
18978,948
18986,944
18993,934
19001,926
19008,911
19016,896
19024,881
19031,866
19039,847
19047,834
19054,822
19062,812
19070,806
19077,806
19085,803
19092,802
19100,806
19108,807
19115,813
19123,812
19131,813
19138,813
19146,817
19154,818
19161,818
19169,821
19176,819
19184,817
19192,810
19199,807
19207,802
19351,823
19358,815
19366,777
19373,823
19381,991
19389,1185
19396,1163
19404,882
19412,669
19419,685
19427,710
19434,718
19444,716
19452,715
19460,715
19467,720
19475,721
19483,728
19490,732
19498,737
19506,742
19513,750
19521,756
19529,763
19536,769
19544,781
19551,791
19559,805
19567,817
19574,831
19582,842
19590,845
19597,844
19605,839
19735,800
19743,799
19750,802
19758,800
19765,798
19773,799
19781,803
19788,801
19796,798
19804,797
19811,792
19819,792
19826,792
19834,799
19855,820
19863,829
19870,831
19878,833
19886,834
19893,834
19901,831
19909,829
19916,834
19924,837
19934,839
19942,833
19949,834
19957,836
19964,843
19972,826
19980,845
19987,973
19995,1183
20003,1263
20010,1077
20140,895
20148,897
20155,899
20163,903
20171,910
20178,918
20186,924
20193,926
20201,924
20209,912
20216,903
20224,889
20232,879
20239,863
20247,849
20255,833
20262,818
20270,808
20277,803
20285,800
20293,796
20300,798
20308,801
20316,804
20323,806
20331,805
20339,808
20360,810
20367,807
20375,803
20383,798
20390,793
20398,793
20406,785
20413,777
20423,765
20554,802
20561,803
20569,798
20576,796
20584,776
20592,849
20599,1049
20607,1223
20614,1158
20622,814
20630,668
20638,713
20645,746
20653,758
20660,755
20668,765
20676,774
20683,778
20691,781
20699,789
20706,792
20714,796
20722,801
20729,802
20737,808
20744,812
20752,816
20760,824
20767,836
20775,844
20783,858
20790,866
20933,806
20941,810
20949,815
20957,821
20964,827
20972,835
20980,836
20987,839
20995,840
21002,836
21010,837
21018,841
21025,840
21033,847
21043,853
21051,849
21058,846
21066,851
21073,846
21081,842
21089,840
21096,839
21104,834
21112,835
21119,840
21127,841
21135,841
21142,839
21150,840
21157,840
21165,844
21173,815
21180,849
21188,1001
21318,853
21325,856
21333,858
21341,860
21348,864
21356,869
21364,876
21371,881
21379,886
21387,893
21394,898
21402,891
21409,883
21417,877
21438,832
21446,812
21454,794
21461,777
21469,761
21477,750
21484,743
21492,734
21499,730
21507,728
21515,728
21522,729
21532,730
21540,722
21548,724
21555,725
21563,729
21571,733
21578,734
21586,734
21593,732
21601,736
21731,790
21739,791
21747,797
21754,792
21762,773
21769,848
21777,1019
21785,1148
21792,1095
21800,793
21808,680
21815,711
21823,737
21831,750
21838,753
21846,764
21853,771
21861,776
21869,782
21876,783
21884,785
21892,788
21899,796
21907,799
21915,802
21922,805
21943,831
21951,847
21958,861
21966,876
21974,888
21981,896
21989,897
21997,893
22004,887
22134,857
22144,858
22152,850
22160,843
22167,841
22175,833
22183,831
22190,832
22198,834
22206,840
22213,844
22221,847
22228,847
22236,852
22244,848
22251,843
22259,835
22267,833
22274,829
22282,822
22290,818
22297,818
22305,819
22312,819
22320,819
22328,819
22335,825
22343,798
22351,822
22358,945
22366,1137
22374,1201
22517,847
22524,847
22532,846
22540,848
22547,852
22555,856
22563,855
22570,851
22578,841
22586,829
22593,813
22601,801
22608,784
22616,771
22624,755
22631,743
22641,726
22649,713
22657,705
22664,703
22672,704
22679,708
22687,715
22695,720
22702,725
22710,732
22718,739
22725,744
22733,751
22741,753
22748,752
22756,752
22763,750
22771,751
22901,813
22908,813
22916,814
22924,816
22931,783
22939,840
22947,1025
22954,1222
22962,1202
22970,934
22977,728
22985,736
22993,756
23000,762
23021,776
23029,786
23037,796
23044,803
23052,811
23059,819
23067,828
23075,836
23082,842
23090,846
23098,856
23105,864
23113,873
23120,885
23130,895
23138,900
23146,907
23153,907
23161,905
23169,901
23176,893
23184,886
23314,864
23322,864
23330,861
23337,859
23345,855
23353,847
23360,839
23368,839
23376,835
23383,839
23391,844
23398,849
23406,848
23414,844
23421,840
23429,834
23437,830
23444,824
23452,815
23460,806
23467,807
23475,807
23482,807
23490,804
23498,806
23505,807
23527,783
23534,883
23542,1087
23550,1216
23557,1098
23565,768
23573,689
23580,713
23588,731
23718,825
23725,832
23733,840
23743,844
23750,837
23758,827
23766,816
23773,806
23781,797
23789,785
23796,773
23804,759
23811,749
23819,744
23827,739
23834,739
23842,737
23850,737
23857,742
23865,749
23873,756
23880,761
23888,768
23895,774
23903,780
23911,780
23918,786
23926,789
23934,793
23941,791
23949,793
23957,789
24100,840
24107,846
24115,830
24122,839
24130,961
24138,1167
24146,1263
24153,1097
24161,777
24168,761
24176,798
24184,825
24191,826
24199,828
24207,836
24214,842
24222,851
24229,855
24239,859
24247,854
24255,855
24262,856
24270,860
24278,863
24285,870
24293,876
24300,887
24308,899
24316,908
24323,918
24331,926
24339,929
24346,926
24354,924
24484,837
24491,838
24499,840
24507,839
24514,839
24522,835
24530,829
24537,822
24545,820
24553,820
24560,820
24568,827
24575,832
24583,832
24604,824
24612,816
24619,809
24627,797
24635,786
24643,777
24650,773
24658,770
24666,769
24673,765
24681,765
24688,766
24696,769
24704,739
24711,777
24719,931
24729,1107
24737,1043
24744,730
24752,608
24759,659
24889,847
24897,859
24904,871
24912,878
24919,883
24927,884
24935,879
24943,869
24950,859
24958,843
24965,831
24973,819
24981,806
24988,793
24996,781
25004,770
25011,763
25019,762
25026,757
25034,756
25042,759
25049,762
25057,764
25065,767
25072,774
25080,779
25088,781
25108,788
25116,791
25124,793
25132,795
25139,803
25147,807
25155,817
25162,825
25170,834
25299,867
25307,985
25315,1173
25322,1238
25330,1076
25340,747
25348,757
25355,782
25363,795
25371,793
25378,801
25386,810
25394,815
25401,821
25409,822
25416,825
25424,829
25432,831
25439,831
25447,833
25455,840
25462,845
25470,851
25478,856
25485,864
25493,873
25500,878
25508,884
25516,889
25523,885
25531,877
25674,808
25682,805
25690,798
25697,796
25705,791
25713,782
25720,774
25728,765
25735,763
25743,761
25751,764
25759,768
25766,772
25774,766
25781,769
25789,769
25797,763
25804,761
25812,755
25820,750
25827,749
25837,748
25845,739
25852,735
25860,739
25868,744
25875,747
25883,754
25891,731
25898,789
25906,961
25913,1154
25921,1132
25929,862
26059,820
26066,827
26074,832
26082,839
26089,848
26097,856
26104,863
26112,865
26120,863
26127,856
26135,848
26143,836
26150,827
26158,814
26179,783
26186,780
26194,779
26202,783
26209,786
26217,790
26225,794
26232,803
26240,812
26248,818
26255,824
26263,829
26271,836
26278,837
26286,841
26294,843
26301,847
26309,845
26316,840
26326,838
26334,832
26342,833
26472,879
26480,852
26487,871
26495,1000
26503,1205
26510,1262
26518,1071
26525,771
26533,762
26541,790
26549,805
26556,799
26564,801
26571,808
26579,811
26587,817
26594,818
26602,819
26610,816
26617,818
26625,820
26633,824
26640,826
26648,830
26655,837
26663,843
26684,868
26692,874
26699,876
26707,871
26715,862
26722,848
26730,830
26738,816
26745,803
26875,780
26883,781
26891,784
26898,784
26906,783
26913,778
26921,769
26929,765
26939,775
26946,777
26954,779
26962,781
26969,783
26977,780
26984,780
26992,781
27000,780
27007,776
27015,776
27023,781
27030,785
27038,790
27046,791
27053,793
27061,795
27068,802
27076,772
27084,833
27091,1017
27099,1212
27107,1181
27250,862
27258,873
27265,888
27273,901
27281,910
27288,922
27296,929
27304,930
27311,922
27319,915
27326,905
27334,895
27342,885
27349,873
27357,859
27365,849
27372,840
27380,834
27388,827
27395,824
27403,824
27411,822
27418,827
27426,829
27436,833
27443,828
27451,825
27459,825
27466,827
27474,832
27482,831
27489,828
27497,827
27504,834
27634,852
27642,850
27650,852
27657,830
27665,838
27673,954
27680,1139
27688,1192
27696,1040
27703,716
27711,700
27718,741
27726,766
27734,776
27755,794
27763,793
27770,793
27778,790
27785,788
27793,787
27801,786
27808,785
27816,786
27824,786
27831,787
27839,796
27847,801
27854,811
27862,820
27870,831
27877,836
27885,834
27893,831
27900,825
27908,814
28037,778
28047,782
28055,775
28063,768
28070,766
28078,761
28086,763
28093,765
28101,769
28109,775
28116,779
28124,781
28132,785
28139,788
28147,786
28154,782
28162,780
28170,775
28177,770
28185,772
28193,771
28200,775
28208,775
28215,779
28223,785
28231,789
28238,774
28259,1025
28267,1162
28275,1113
28282,815
28290,702
28298,735
28305,770
28313,785
28443,921
28450,931
28458,935
28466,934
28473,928
28481,915
28488,903
28496,890
28504,880
28511,861
28519,844
28527,829
28537,815
28544,797
28552,789
28559,784
28567,781
28575,786
28582,792
28590,797
28598,804
28605,806
28613,808
28620,814
28628,813
28636,817
28643,816
28651,813
28659,808
28666,805
28674,808
28682,810
28689,816
28832,856
28840,1025
28848,1205
28855,1172
28863,899
28871,706
28878,712
28886,732
28894,734
28901,731
28909,737
28916,740
28924,742
28932,745
28939,751
28947,750
28955,754
28962,756
28970,761
28978,762
28985,768
28993,774
29000,779
29008,788
29016,799
29026,812
29033,817
29041,818
29049,821
29056,819
29064,814
29071,811
29079,802
29087,794
29217,812
29224,816
29232,817
29240,810
29247,805
29255,807
29262,805
29270,811
29278,817
29285,824
29293,825
29301,826
29308,819
29316,815
29337,805
29345,801
29352,806
29360,810
29367,814
29375,819
29383,824
29390,829
29398,838
29406,815
29413,839
29421,980
29429,1188
29436,1234
29444,1056
29451,777
29459,766
29467,794
29474,810
29482,810
29612,921
29620,929
29628,928
29635,923
29645,908
29653,889
29661,873
29668,860
29676,847
29683,834
29691,820
29699,806
29706,800
29714,795
29722,794
29729,789
29737,791
29745,796
29752,799
29760,800
29767,804
29775,806
29783,807
29790,811
29798,809
29806,810
29813,808
29821,807
29842,802
29850,799
29857,801
29865,804
29873,804
29880,801
29888,799
29896,791
29903,784
30033,783
30041,695
30049,727
30056,752
30064,753
30072,755
30079,759
30087,767
30094,767
30102,772
30110,772
30117,776
30125,783
30135,786
30143,781
30150,782
30158,789
30165,795
30173,804
30181,814
30188,831
30196,844
30204,856
30211,861
30219,864
30227,860
30234,857
30242,847
30249,836
30257,827
30265,813
30272,802
30415,826
30423,833
30430,838
30438,846
30446,854
30454,862
30461,866
30469,872
30476,871
30484,867
30492,863
30499,859
30507,854
30515,851
30522,853
30530,852
30537,851
30545,850
30553,854
30560,857
30568,849
30576,830
30583,915
30591,1107
30599,1217
30606,1142
30614,817
30624,742
30632,773
30639,795
30647,800
30654,804
30662,815
30670,825
30799,930
30807,923
30815,911
30822,897
30830,881
30838,865
30845,849
30853,834
30861,817
30868,807
30876,797
30883,788
30891,781
30899,777
30920,782
30927,781
30935,778
30943,775
30951,775
30958,771
30966,765
30973,763
30981,758
30989,752
30996,748
31004,749
31012,749
31019,753
31027,757
31035,761
31042,765
31050,763
