Tempo(ms),Leitura(ECG)
3879,759
3886,756
3894,755
3902,754
3909,759
3917,764
3925,773
3932,755
3940,813
3947,985
3955,1188
3963,1194
4092,835
4113,851
4121,860
4129,872
4136,884
4144,896
4152,903
4159,907
4167,908
4174,899
4182,890
4190,882
4197,873
4205,861
4213,845
4220,832
4228,824
4236,817
4243,812
4251,810
4259,810
4266,810
4274,814
4281,817
4289,822
4297,823
4304,822
4312,824
4320,827
4327,830
4335,831
4343,830
4350,831
4358,826
4365,823
4373,822
4381,824
4388,828
4396,833
4406,840
4414,833
4421,830
4429,827
4436,823
4444,818
4452,815
4459,810
4467,811
4597,792
4618,806
4625,806
4633,805
4641,802
4649,799
4656,797
4664,794
4671,791
4679,788
4687,787
4694,789
4702,791
4710,794
4717,799
4725,799
4732,807
4740,818
4748,824
4755,828
4763,826
4771,821
4778,811
4786,802
4794,790
4801,776
4809,763
4816,751
4824,741
4832,732
4839,728
4847,727
4855,725
4862,728
4870,731
4878,737
4885,742
4893,748
4900,755
4908,758
4916,760
4923,763
4933,767
4941,761
4949,758
4956,761
4964,764
4971,767
5102,828
5123,831
5130,833
5138,840
5146,848
5153,843
5161,855
5169,980
5177,1178
5184,1270
5192,1131
5199,806
5207,752
5215,779
5222,804
5230,809
5238,817
5245,824
5253,830
5260,835
5268,837
5276,840
5283,842
5291,847
5299,849
5306,852
5314,854
5322,860
5329,865
5337,871
5344,878
5352,885
5360,894
5367,901
5375,907
5383,907
5390,904
5398,897
5406,889
5413,875
5421,864
5428,851
5436,840
5444,827
5451,815
5461,805
5469,791
5599,836
5606,840
5628,846
5635,845
5643,835
5650,824
5658,814
5666,805
5673,791
5681,783
5689,780
5697,777
5704,776
5712,771
5719,771
5727,771
5735,775
5742,755
5750,785
5758,930
5765,1109
5773,1142
5780,972
5788,689
5796,676
5803,704
5811,722
5819,726
5826,733
5834,739
5842,744
5849,752
5857,755
5864,760
5872,766
5880,770
5887,775
5895,776
5903,781
5910,789
5918,796
5926,802
5933,810
5941,820
5948,831
5956,844
5964,849
5971,850
6101,799
6111,801
6132,798
6140,798
6148,800
6155,807
6163,805
6171,806
6178,815
6186,823
6193,834
6201,843
6209,850
6216,855
6224,859
6232,853
6239,850
6247,848
6255,839
6262,840
6270,845
6278,840
6285,847
6293,850
6300,848
6308,849
6316,852
6323,857
6331,833
6339,872
6346,1028
6354,1208
6362,1238
6369,1030
6377,755
6384,752
6392,779
6400,796
6407,799
6415,807
6423,814
6430,817
6438,822
6446,827
6453,831
6461,834
6468,836
6599,870
6607,860
6614,846
6635,809
6643,797
6653,787
6661,771
6668,761
6676,759
6684,758
6691,759
6699,759
6706,758
6714,759
6722,760
6729,759
6737,757
6745,754
6752,754
6760,755
6768,759
6775,764
6783,768
6790,771
6798,774
6806,775
6813,771
6821,765
6829,764
6836,760
6844,755
6852,759
6859,761
6867,765
6874,768
6882,770
6890,773
6897,776
6905,779
6913,756
6920,813
6928,975
6935,1104
6943,1096
6951,839
6958,633
6966,677
6974,713
6981,741
7111,889
7119,897
7140,904
7148,901
7155,896
7163,885
7170,876
7181,864
7188,848
7196,833
7203,821
7211,814
7219,811
7226,810
7234,807
7242,809
7249,812
7257,819
7264,824
7272,832
7280,838
7287,839
7295,840
7303,840
7310,840
7318,838
7326,840
7333,843
7341,841
7348,844
7356,848
7364,850
7371,855
7379,852
7387,845
7394,842
7402,839
7410,834
7417,827
7425,825
7432,822
7440,822
7448,823
7455,821
7463,820
7471,823
7478,828
7486,808
7494,841
7624,845
7645,849
7653,848
7661,846
7668,848
7676,850
7684,851
7691,856
7699,857
7709,859
7717,844
7724,829
7732,815
7739,803
7747,792
7755,782
7762,770
7770,759
7778,748
7785,737
7793,728
7800,727
7808,725
7816,726
7823,730
7831,731
7839,737
7846,742
7854,745
7862,750
7869,754
7877,759
7884,759
7892,761
7900,757
7907,757
7915,762
7923,767
7930,775
7938,780
7946,782
7953,786
7961,790
7968,787
7976,784
7984,783
7991,775
7999,770
8129,760
8150,794
8157,805
8165,813
8172,822
8180,829
8188,836
8195,840
8203,845
8211,850
8218,854
8226,860
8236,866
8244,866
8251,869
8259,878
8266,891
8274,901
8282,909
8289,915
8297,916
8305,909
8312,901
8320,891
8327,879
8335,871
8343,859
8350,846
8358,833
8366,823
8373,815
8381,809
8389,808
8396,808
8404,810
8412,815
8419,819
8427,819
8435,823
8442,822
8450,821
8457,827
8465,826
8473,824
8480,825
8488,821
8496,822
8503,824
8634,840
8655,822
8663,877
8670,1046
8678,1210
8686,1187
8693,914
8701,712
8709,711
8716,726
8724,733
8731,735
8739,742
8747,747
8754,751
8764,752
8772,742
8780,739
8787,740
8795,743
8802,748
8810,754
8818,762
8825,769
8833,776
8841,788
8848,801
8856,812
8864,821
8871,830
8879,835
8886,834
8894,830
8902,821
8909,814
8917,804
8925,793
8932,779
8940,769
8947,759
8955,752
8963,748
8970,747
8978,747
8986,750
8993,755
9001,760
9131,816
9138,827
9159,829
9167,830
9175,830
9182,829
9190,831
9198,828
9205,825
9213,828
9221,832
9228,832
9236,833
9244,837
9251,842
9259,849
9266,832
9274,858
9282,993
9289,1196
9299,1244
9307,981
9315,743
9322,744
9330,770
9337,787
9345,791
9353,801
9360,812
9368,819
9376,825
9383,827
9391,829
9399,834
9406,841
9414,842
9421,844
9429,846
9437,853
9444,859
9452,866
9460,876
9467,883
9475,891
9482,897
9490,901
9498,901
9505,900
9635,816
9643,820
9664,817
9672,813
9679,807
9687,800
9695,797
9702,791
9710,782
9717,773
9725,770
9733,768
9740,775
9748,781
9756,784
9763,780
9771,777
9779,773
9786,769
9794,768
9802,765
9809,757
9817,751
9827,754
9834,749
9842,742
9850,741
9857,745
9865,749
9873,758
9880,741
9888,802
9895,976
9903,1160
9911,1155
9918,882
9926,671
9934,689
9941,720
9949,734
9957,741
9964,752
9972,761
9979,764
9987,770
9995,778
10002,784
10010,788
10140,864
10148,852
10169,818
10176,810
10184,805
10191,804
10199,803
10207,805
10214,809
10222,815
10230,820
10237,825
10245,829
10253,832
10260,835
10268,838
10276,842
10283,843
10291,846
10298,847
10306,847
10314,842
10321,838
10331,839
10339,833
10347,833
10354,838
10362,845
10369,849
10377,854
10385,852
10392,851
10400,847
10408,846
10415,843
10423,842
10553,800
10561,811
10569,818
10576,829
10584,838
10592,837
10599,835
10607,835
10614,838
10622,841
10630,842
10637,840
10645,842
10653,845
10674,857
10682,866
10689,871
10697,872
10704,873
10712,868
10720,863
10727,852
10735,838
10743,823
10750,810
10758,795
10766,781
10773,768
10781,754
10789,745
10796,739
10804,731
10811,728
10819,728
10829,731
10837,725
10967,814
10975,815
10982,808
10990,804
10997,802
11005,797
11013,792
11020,795
11028,793
11036,791
11043,789
11051,791
11059,793
11066,797
11074,800
11082,795
11089,891
11097,1069
11104,1132
11112,1056
11120,713
11127,630
11135,686
11143,717
11150,748
11158,765
11179,798
11186,808
11194,816
11202,821
11209,825
11217,833
11225,840
11232,846
11240,857
11370,861
11378,848
11385,837
11393,830
11401,825
11408,821
11416,821
11424,821
11431,821
11441,822
11449,816
11456,815
11464,814
11472,814
11479,814
11487,814
11495,815
11502,812
11510,810
11517,813
11525,819
11533,824
11540,829
11548,825
11556,824
11563,824
11571,819
11579,813
11586,811
11594,806
11601,802
11609,799
11617,798
11761,803
11768,805
11776,802
11784,797
11791,797
11799,798
11807,792
11814,792
11822,790
11829,790
11837,793
11845,797
11853,801
11860,809
11868,819
11875,829
11883,837
11891,842
11898,840
11906,834
11914,825
11921,818
11931,801
11939,776
11946,758
11954,744
11962,732
11969,724
11977,720
11985,718
11992,719
12000,723
12007,730
12015,734
12145,814
12153,821
12160,822
12168,822
12176,820
12183,817
12191,811
12198,805
12206,800
12214,796
12221,797
12229,799
12237,799
12244,797
12265,814
12273,797
12281,848
12288,997
12296,1165
12303,1195
12311,987
12319,735
12326,740
12334,769
12342,795
12349,806
12357,816
12365,827
12372,834
12380,837
12388,840
12395,846
12403,852
12410,853
12418,858
12428,862
12559,858
12566,844
12574,830
12581,820
12589,814
12597,810
12604,810
12612,810
12620,811
12627,812
12635,813
12643,817
12650,818
12658,817
12665,817
12673,818
12681,816
12688,816
12696,812
12704,807
12711,804
12719,802
12727,797
12734,797
12742,798
12749,803
12771,815
12778,812
12786,805
12793,800
12801,793
12809,789
12816,782
12824,775
12832,771
12839,770
12970,749
12978,760
12985,766
12993,769
13001,772
13008,772
13016,774
13023,777
13031,779
13041,783
13049,779
13056,780
13064,785
13072,791
13079,802
13087,813
13094,826
13102,838
13110,845
13117,849
13125,851
13133,847
13140,841
13148,832
13156,822
13163,811
13171,797
13178,782
13186,770
13194,764
13201,760
13209,761
13352,824
13360,826
13368,826
13375,824
13383,827
13390,836
13398,845
13406,853
13413,859
13421,863
13429,864
13436,864
13444,862
13452,859
13459,857
13467,849
13474,848
13482,850
13490,849
13497,849
13505,849
13513,853
13520,854
13528,861
13538,840
13545,909
13553,1081
13561,1249
13568,1192
13576,915
13584,738
13591,750
13599,777
13606,790
13736,898
13744,909
13752,916
13759,918
13767,916
13775,910
13782,901
13790,888
13798,874
13805,856
13813,839
13820,820
13828,803
13836,792
13857,773
13865,770
13872,764
13880,761
13888,762
13895,764
13903,762
13910,759
13918,759
13926,757
13933,757
13941,755
13949,755
13956,754
13964,753
13972,752
13979,749
13987,749
13995,750
14002,751
14010,750
14140,790
14150,789
14157,780
14165,776
14172,775
14180,779
14188,769
14195,844
14203,1011
14211,1161
14218,1117
14226,832
14233,664
14241,696
14249,734
14256,759
14264,763
14272,772
14279,782
14287,787
14295,791
14302,792
14310,797
14318,802
14325,807
14333,812
14341,816
14361,833
14369,844
14377,859
14384,872
14392,891
14400,907
14407,916
14415,923
14545,851
14553,853
14560,855
14568,856
14576,855
14583,854
14591,854
14598,851
14606,848
14614,845
14621,842
14629,838
14639,828
14647,818
14654,813
14662,816
14669,820
14677,828
14685,832
14692,835
14700,835
14708,831
14715,830
14723,826
14731,820
14738,817
14746,817
14753,819
14761,819
14769,818
14776,817
14784,817
14792,819
14935,838
14943,836
14951,832
14959,830
14966,824
14974,823
14981,824
14989,826
14997,829
15004,834
15012,842
15020,849
15027,857
15035,856
15042,853
15050,844
15058,832
15065,816
15073,803
15081,787
15088,768
15096,752
15104,742
15111,732
15119,721
15126,716
15136,712
15144,705
15152,703
15159,709
15167,717
15175,725
15182,732
15190,737
15320,826
15327,824
15335,821
15343,819
15350,812
15358,809
15366,806
15373,805
15381,804
15388,803
15396,801
15404,801
15411,803
15419,808
15440,950
15448,1141
15455,1211
15463,1048
15471,736
15478,716
15486,748
15494,780
15501,792
15509,804
15516,816
15524,824
15532,831
15539,838
15547,841
15555,845
15562,850
15570,852
15578,857
15585,862
15593,866
15723,834
15730,824
15738,819
15748,809
15756,799
15763,794
15771,792
15779,795
15786,798
15794,804
15801,806
15809,808
15817,812
15824,815
15832,817
15840,818
15847,818
15855,817
15863,815
15870,813
15878,812
15885,807
15893,801
15901,798
15908,798
15916,805
15924,811
15945,821
15952,817
15960,810
15968,802
15975,796
15983,786
15991,781
15998,778
16006,776
16136,752
16144,764
16152,769
16159,773
16167,773
16175,774
16182,777
16190,780
16198,782
16205,786
16213,788
16220,792
16228,800
16236,807
16246,819
16253,818
16261,824
16269,833
16276,843
16284,845
16292,844
16299,836
16307,829
16314,820
16322,813
16330,800
16337,787
16345,775
16353,765
16360,760
16368,755
16376,755
16383,754
16527,821
16534,827
16542,836
16550,846
16557,853
16565,859
16573,860
16580,858
16588,855
16596,854
16603,849
16611,845
16619,844
16626,844
16634,846
16641,846
16649,848
16657,850
16664,852
16672,848
16680,855
16687,949
16695,1140
16703,1265
16710,1158
16718,833
16725,741
16735,775
16743,790
16751,790
16758,798
16766,808
16774,814
16781,820
16911,931
16919,925
16926,912
16934,899
16941,883
16949,864
16957,846
16964,829
16972,815
16980,803
16987,793
16995,787
17003,783
17010,783
17031,786
17039,784
17047,783
17055,780
17062,778
17070,777
17077,774
17085,771
17093,769
17100,766
17108,761
17116,755
17123,748
17131,750
17138,750
17146,757
17154,764
17161,769
17169,771
17177,774
17184,771
17314,1174
17322,1028
17329,690
17337,662
17347,719
17354,743
17362,746
17370,752
17377,763
17385,770
17393,778
17400,781
17408,784
17416,790
17423,797
17431,801
17439,808
17446,815
17454,818
17461,827
17469,836
17477,847
17484,857
17492,866
17500,879
17507,892
17515,891
17536,875
17544,869
17551,861
17559,853
17567,845
17574,835
17582,827
17589,821
17597,815
17727,859
17734,859
17742,866
17750,869
17757,869
17765,868
17772,864
17780,862
17788,855
17795,845
17803,841
17811,834
17818,833
17826,830
17833,829
17843,825
17851,816
17859,813
17866,813
17874,817
17882,801
17889,830
17897,965
17904,1134
17912,1159
17920,983
17927,666
17935,674
17943,720
17950,753
17958,773
17966,783
18109,912
18117,904
18124,890
18132,871
18139,852
18147,834
18155,815
18163,794
18170,772
18178,751
18185,740
18193,730
18201,722
18208,719
18216,717
18224,719
18231,722
18239,722
18247,726
18254,732
18262,734
18269,736
18277,739
18285,744
18292,748
18300,745
18308,742
18315,742
18323,742
18333,748
18340,746
18348,746
18356,750
18363,757
18493,1078
18501,1204
18508,1133
18516,810
18524,695
18531,718
18539,744
18547,759
18554,768
18562,777
18569,785
18577,790
18585,794
18592,797
18613,806
18621,812
18629,822
18636,830
18644,843
18652,849
18659,860
18667,874
18675,889
18682,900
18690,911
18697,917
18705,916
18713,914
18720,906
18728,895
18736,883
18743,871
18751,856
18759,841
18766,829
18896,854
18904,849
18911,848
18919,848
18927,847
18934,849
18942,852
18952,851
18960,843
18967,834
18975,826
18982,822
18990,818
18998,815
19005,812
19013,814
19021,817
19028,816
19036,817
19044,819
19051,821
19059,827
19066,812
19074,818
19082,936
19089,1145
19097,1265
19118,727
19126,735
19133,749
19141,750
19149,751
19156,756
19164,760
19172,761
19179,763
19310,854
19317,844
19325,835
19333,826
19340,809
19348,789
19356,775
19363,763
19371,753
19379,746
19386,743
19394,744
19401,747
19409,750
19417,752
19424,755
19432,758
19442,763
19450,757
19457,756
19465,760
19472,761
19480,763
19488,769
19495,771
19503,770
19510,769
19518,771
19526,774
19534,782
19541,791
19549,798
19692,1089
19699,1262
19707,1200
19715,892
19722,736
19730,756
19738,786
19745,797
19753,800
19761,812
19768,818
19776,824
19784,828
19791,833
19799,838
19807,845
19814,850
19822,852
19829,858
19837,863
19845,867
19852,872
19860,880
19868,889
19875,900
19883,910
19891,916
19898,920
19906,919
19913,915
19921,905
19931,888
19939,869
19946,849
20076,849
20084,851
20091,850
20099,849
20107,844
20114,837
20122,834
20129,830
20137,825
20145,825
20152,828
20160,834
20168,835
20175,833
20197,823
20204,815
20212,809
20219,800
20227,790
20235,782
20242,779
20250,779
20258,775
20265,772
20273,772
20281,772
20288,772
20296,747
20304,805
20311,969
20319,1144
20326,1145
20334,857
20342,628
20349,656
20479,836
20487,844
20494,854
20502,864
20510,872
20517,879
20525,880
20533,875
20540,866
20550,850
20558,831
20565,815
20573,800
20581,786
20588,775
20596,764
20604,756
20611,753
20619,749
20626,749
20634,753
20642,759
20649,766
20657,770
20665,774
20672,779
20680,783
20701,789
20709,792
20716,796
20724,800
20731,805
20739,807
20747,817
20755,825
20762,835
20892,855
20899,927
20907,1095
20914,1212
20922,1184
20930,879
20937,688
20945,735
20953,774
20960,806
20968,819
20976,824
20983,833
20991,840
20999,843
21006,843
21014,844
21021,849
21029,853
21039,855
21047,848
21054,848
21062,852
21070,858
21077,867
21085,872
21092,882
21100,894
21108,905
21115,908
21123,907
21267,809
21274,807
21282,802
21290,796
21297,792
21305,788
21313,782
21320,776
21328,765
21335,761
21343,758
21351,757
21358,761
21366,763
21374,768
21381,767
21389,766
21397,763
21404,757
21412,754
21420,750
21427,747
21435,746
21443,748
21450,750
21458,749
21465,751
21473,754
21481,759
21488,754
21496,753
21504,846
21511,1028
21519,1146
21651,827
21659,833
21666,840
21674,843
21682,852
21689,862
21697,871
21704,880
21712,887
21720,890
21727,884
21735,874
21743,861
21750,849
21771,812
21779,800
21787,788
21794,785
21802,784
21809,783
21817,786
21825,791
21832,798
21840,806
21848,812
21855,816
21863,820
21871,826
21878,830
21886,835
21894,839
21901,840
21909,840
21916,842
21924,845
22054,862
22062,853
22069,848
22077,845
22085,843
22092,839
22100,838
22107,836
22115,838
22123,839
22130,821
22138,893
22148,1144
22156,1260
22163,1132
22171,795
22178,709
22186,730
22194,753
22201,759
22209,766
22217,776
22224,784
22232,791
22240,796
22247,799
22255,804
22276,813
22284,812
22291,811
22299,809
22307,810
22314,816
22322,824
22329,828
22337,834
22468,748
22475,751
22483,760
22490,762
22498,758
22506,764
22513,766
22521,767
22529,770
22536,772
22544,772
22552,774
22559,772
22567,771
22574,770
22582,771
22590,772
22597,773
22605,775
22613,770
22620,769
22628,771
22638,772
22645,776
22653,785
22661,791
22668,798
22676,799
22684,801
22691,804
22699,803
22706,795
22850,791
22857,799
22865,810
22873,820
22880,829
22888,836
22896,843
22903,846
22911,850
22919,855
22926,860
22934,862
22941,865
22949,873
22957,881
22964,888
22972,897
22980,910
22987,921
22995,931
23003,937
23010,937
23018,933
23025,925
23033,915
23041,903
23048,887
23056,872
23064,854
23071,839
23079,828
23087,821
23094,817
23102,815
23232,846
23239,846
23247,841
23257,836
23265,827
23272,819
23280,814
23288,811
23295,811
23303,809
23311,809
23318,811
23326,818
23333,825
23355,831
23362,828
23370,821
23378,812
23385,803
23393,793
23401,786
23408,782
23416,780
23423,776
23431,775
23439,773
23446,776
23454,755
23462,780
23469,898
23477,1068
23485,1125
23492,944
23500,623
23508,629
23515,679
23645,846
23653,854
23661,865
23668,877
23676,885
23684,888
23691,884
23699,882
23707,873
23714,861
23722,848
23729,837
23737,822
23747,798
23755,778
23762,765
23770,755
23778,749
23785,748
23793,751
23800,755
23808,759
23816,762
23823,769
23831,773
23839,780
23860,792
23867,799
23875,804
23883,806
23890,809
23898,816
23905,820
23913,823
23921,823
23928,820
24059,866
24067,866
24074,866
24082,867
24089,847
24097,910
24105,1063
24112,1161
24120,1140
24128,841
24135,668
24143,722
24151,763
24158,794
24166,813
24173,820
24181,831
24189,841
24196,841
24204,838
24212,841
24219,845
24227,847
24237,845
24244,842
24252,843
24260,848
24267,855
24275,863
24283,871
24290,882
24298,893
24441,799
24449,799
24456,797
24464,797
24472,792
24480,786
24487,783
24495,779
24502,779
24510,778
24518,773
24525,766
24533,761
24541,758
24548,754
24556,749
24564,743
24571,740
24579,740
24586,742
24594,747
24602,755
24609,759
24617,762
24625,766
24632,767
24640,763
24648,762
24655,758
24663,753
24670,751
24678,754
24686,755
24693,758
24823,803
24831,805
24839,811
24846,814
24856,817
24864,812
24871,809
24879,811
24887,818
24894,826
24902,832
24910,841
24917,848
24925,861
24946,893
24954,896
24961,894
24969,892
24977,885
24984,875
24992,862
24999,847
25007,832
25015,820
25022,812
25030,808
25038,803
25045,801
25053,802
25061,804
25068,808
25076,811
25083,816
25091,821
25099,826
25106,825
25236,850
25243,848
25251,840
25259,836
25266,837
25274,842
25282,849
25289,851
25297,852
25305,850
25312,847
25320,845
25327,840
25335,832
25345,824
25353,813
25360,804
25368,803
25376,804
25383,807
25391,809
25398,813
25406,802
25414,866
25421,1017
25429,1176
25450,730
25458,724
25466,741
25473,754
25481,753
25488,758
25496,764
25504,767
25511,769
25641,859
25649,848
25656,840
25664,831
25672,816
25679,798
25687,781
25695,766
25702,754
25710,746
25718,742
25725,740
25733,740
25740,740
25748,741
25756,746
25763,753
25771,757
25779,763
25786,765
25794,767
25802,770
25809,771
25817,773
25824,777
25832,780
25842,780
25850,773
25857,769
25865,767
25872,765
25880,770
25888,772
26031,854
26039,854
26047,852
26054,849
26062,848
26070,847
26077,847
26085,849
26093,851
26100,853
26108,858
26116,858
26123,859
26131,932
26138,1105
26146,1256
26154,1186
26161,915
26169,770
26177,776
26184,799
26192,806
26200,811
26207,817
26215,822
26222,827
26230,831
26238,832
26245,834
26253,838
26261,839
26268,839
26276,841
26406,844
26414,829
26421,813
26429,802
26437,800
26444,791
26454,786
26462,779
26470,777
26477,778
26485,782
26492,782
26500,785
26508,786
26515,785
26537,789
26544,788
26552,787
26560,785
26567,784
26575,779
26583,777
26590,774
26598,771
26606,767
26613,766
26621,765
26628,763
26636,762
26644,765
26651,768
26659,761
26667,757
26674,757
26682,758
26690,761
26820,812
26827,807
26835,806
26843,802
26850,800
26858,799
26866,804
26873,800
26881,805
26889,889
26896,1078
26904,1197
26911,1105
26919,814
26927,711
26934,726
26944,748
26952,744
26960,746
26967,754
26975,762
26983,768
26990,774
26998,781
27005,787
27013,796
27021,803
27042,821
27050,832
27057,843
27065,856
27072,869
27080,887
27088,904
27095,920
27103,933
27233,857
27241,859
27249,856
27256,856
27264,857
27272,855
27279,852
27287,850
27294,850
27302,850
27310,848
27317,846
27325,844
27333,841
27340,839
27348,841
27356,838
27363,836
27371,838
27378,836
27386,834
27394,833
27401,832
27409,831
27417,831
27424,829
27432,828
27442,825
27449,816
27457,807
27465,804
27472,809
27616,878
27623,967
27631,1079
27638,1088
27646,908
27654,627
27662,664
27669,726
27677,759
27684,774
27692,774
27700,778
27707,781
27715,783
27723,785
27730,787
27738,786
27745,785
27753,790
27761,790
27768,792
27776,794
27784,802
27791,804
27799,809
27807,817
27814,832
27822,844
27829,852
27837,862
27845,867
27852,863
27860,855
27990,787
27998,793
28006,794
28013,798
28021,799
28029,800
28036,800
28044,804
28054,809
28061,802
28069,790
28077,786
28084,794
28092,798
28100,800
28120,811
28128,819
28136,821
28143,825
28151,827
28159,830
28167,832
28174,835
28182,841
28189,851
28197,861
28205,864
28212,862
28220,865
28228,866
28235,860
28243,850
28251,843
28258,836
28266,832
28273,828
28403,831
28411,839
28418,843
28426,841
28433,841
28441,841
28449,842
28456,843
28464,844
28472,847
28479,851
28487,855
28495,861
28502,867
28510,875
28517,886
28525,893
28533,902
28540,902
28550,894
28558,877
28566,857
28573,841
28581,830
28588,816
28596,801
28604,788
28625,767
28632,762
28640,756
28648,754
28656,754
28663,754
28671,753
28679,754
28686,756
28694,755
28824,784
28831,783
28839,783
28847,784
28854,781
28862,781
28870,782
28877,780
28885,779
28893,778
28900,780
28908,781
28915,783
28923,784
28931,786
28938,785
28946,786
28954,789
28961,791
28969,791
28976,789
28984,787
28992,783
28999,784
29007,793
29015,804
29022,808
29030,811
29040,813
29048,808
29055,803
29063,800
29206,801
29213,809
29221,817
29229,825
29236,832
29244,838
29252,843
29259,846
29267,854
29275,857
29282,861
29290,862
29298,868
29305,873
29313,879
29321,887
29328,895
29336,902
29343,910
29351,917
29359,922
29366,922
29374,918
29382,913
29389,899
29397,888
29405,874
29412,858
29420,844
29427,832
29435,822
29443,815
29450,811
29458,808
29588,843
29596,844
29603,838
29611,833
29618,831
29626,829
29634,828
29641,823
29649,821
29659,818
29667,808
29674,801
29682,797
29689,793
29711,795
29718,798
29726,797
29733,803
29741,802
29749,801
29757,800
29764,797
29772,793
29779,786
29787,773
29795,766
29802,767
29810,763
29818,761
29825,764
29833,769
29840,762
29848,778
29856,858
29863,1009
29871,1088
30001,817
30009,824
30017,828
30024,833
30032,840
30040,848
30047,857
30055,864
30063,877
30070,886
30078,886
30086,886
30093,876
30101,863
30108,852
30116,839
30124,820
30131,803
30139,789
30149,772
30157,756
30164,746
30172,745
30179,746
30187,749
30195,751
30216,768
30223,777
30231,789
30238,798
30246,807
30254,814
30262,821
30269,827
30277,830
30284,835
30414,887
30422,885
30429,884
30437,879
30445,871
30452,865
30460,857
30468,852
30475,850
30483,847
30490,843
30498,844
30506,844
30513,848
30521,841
30529,901
30536,1049
30544,1195
30552,1131
30559,838
30567,701
30574,733
30582,772
30590,790
30597,793
30605,802
30613,811
30620,817
30628,820
30638,823
30645,813
30789,872
30797,852
30804,828
30812,807
30819,791
30827,778
30835,766
30842,757
30850,752
30858,743
30866,742
30873,742
30881,743
30888,747
30896,749
30904,751
30911,749
30919,749
30927,752
30934,755
30942,754
30949,754
30957,753
30965,754
30972,753
30980,754
30988,754
30995,755
31003,752
31011,750
31018,751
31026,748
31033,748
31041,752
31171,808
31179,825
31186,912
31194,1078
