Tempo(ms),Leitura(ECG)
3581,743
3589,743
3596,744
3604,746
3612,743
3619,746
3627,747
3634,747
3642,748
3650,749
3657,742
3665,745
3673,743
3680,748
3688,756
3696,761
3703,766
3711,768
3718,771
3726,767
3734,765
3741,759
3749,758
3757,753
3764,753
3772,754
3780,755
3787,761
3795,765
3802,769
3810,771
3818,743
3825,802
3833,985
3963,830
3973,838
3994,843
4002,857
4009,867
4017,885
4025,894
4032,903
4040,908
4047,908
4055,902
4063,892
4070,884
4078,875
4086,864
4093,851
4101,843
4109,833
4116,830
4124,821
4132,820
4139,819
4147,822
4154,823
4162,828
4170,835
4177,835
4185,841
4193,840
4200,842
4208,841
4216,840
4223,833
4231,833
4238,838
4246,838
4254,843
4261,849
4269,856
4277,858
4284,859
4292,854
4300,853
4307,849
4315,845
4322,839
4330,836
4338,837
4468,823
4475,829
4497,834
4504,830
4514,822
4522,809
4530,799
4537,799
4545,801
4552,806
4560,809
4568,815
4575,821
4583,828
4591,834
4598,842
4606,843
4614,838
4621,830
4629,816
4636,806
4644,794
4652,788
4659,771
4667,762
4675,751
4682,745
4690,740
4697,737
4705,731
4713,731
4720,739
4728,742
4736,747
4743,754
4751,760
4759,761
4766,766
4774,765
4781,766
4789,770
4797,772
4804,776
4812,784
4820,790
4827,792
4835,797
4843,802
4850,800
4980,976
5001,746
5008,771
5016,786
5024,795
5031,809
5041,823
5049,820
5057,821
5064,828
5072,835
5079,840
5087,848
5095,854
5102,862
5110,870
5118,881
5125,891
5133,902
5141,912
5148,923
5156,929
5164,928
5171,922
5179,911
5186,899
5194,887
5202,875
5209,858
5217,845
5225,835
5232,826
5240,819
5248,812
5255,810
5263,808
5270,807
5278,806
5286,809
5293,812
5301,816
5309,820
5316,823
5324,822
5331,825
5339,823
5347,821
5354,825
5485,833
5506,804
5514,886
5521,1061
5529,1168
5537,1092
5544,783
5552,694
5560,713
5570,731
5577,715
5585,715
5593,721
5600,728
5608,731
5615,735
5623,741
5631,746
5638,747
5646,752
5654,759
5661,765
5669,771
5677,777
5684,789
5692,797
5699,807
5707,818
5715,827
5722,831
5730,828
5738,820
5745,813
5753,805
5760,793
5768,783
5776,771
5783,761
5791,751
5799,745
5806,741
5814,742
5822,744
5829,744
5837,747
5844,753
5852,762
5982,833
5990,829
6011,817
6018,818
6026,819
6034,826
6041,830
6049,837
6057,844
6064,848
6072,827
6079,889
6087,1063
6097,1256
6105,1158
6112,847
6120,765
6128,786
6135,808
6143,811
6151,816
6158,823
6166,834
6173,841
6181,847
6189,851
6196,854
6204,859
6212,860
6219,863
6227,866
6235,871
6242,875
6250,879
6257,886
6265,895
6273,905
6280,914
6288,916
6296,912
6303,905
6311,892
6319,882
6326,871
6334,859
6341,844
6349,831
6357,817
6487,836
6494,835
6515,842
6523,840
6531,837
6538,831
6546,821
6554,807
6561,798
6569,789
6577,773
6584,770
6592,767
6599,765
6607,767
6615,767
6625,762
6632,756
6640,718
6648,769
6655,943
6663,1135
6670,1118
6678,880
6686,668
6693,685
6701,710
6709,718
6716,718
6724,724
6732,734
6739,743
6747,747
6754,754
6762,757
6770,762
6777,766
6785,770
6793,771
6800,777
6808,783
6815,794
6823,805
6831,817
6838,831
6846,841
6854,851
6861,854
6991,807
6999,811
7020,820
7027,822
7035,825
7043,827
7050,827
7058,829
7066,836
7073,839
7081,848
7089,856
7096,861
7104,865
7112,865
7119,863
7127,859
7135,859
7142,854
7152,844
7160,832
7167,831
7175,831
7183,833
7190,837
7198,841
7206,842
7213,812
7221,880
7228,1068
7236,1238
7244,1194
7251,897
7259,731
7267,766
7274,799
7282,812
7290,809
7297,816
7305,822
7313,827
7320,829
7328,832
7335,837
7343,837
7351,840
7358,843
7366,846
7496,835
7503,828
7524,799
7532,792
7540,783
7547,778
7555,773
7563,772
7570,772
7578,768
7586,767
7593,761
7601,758
7609,751
7616,745
7624,746
7632,749
7639,751
7647,755
7654,762
7662,763
7670,766
7680,764
7687,752
7695,745
7703,743
7710,738
7718,738
7725,740
7733,743
7741,747
7748,752
7756,754
7764,757
7771,744
7779,742
7787,855
7794,1046
7802,1120
7809,1003
7817,685
7825,655
7832,701
7840,730
7848,742
7855,748
7863,757
7870,769
8000,900
8008,891
8029,859
8037,853
8044,842
8052,832
8060,822
8067,819
8075,815
8082,814
8090,811
8098,812
8105,818
8113,823
8121,828
8128,832
8136,837
8144,840
8151,846
8159,848
8167,850
8174,850
8182,846
8189,841
8197,839
8207,839
8215,832
8222,833
8230,839
8238,843
8245,846
8253,847
8260,842
8268,842
8276,838
8283,834
8291,827
8299,829
8306,836
8314,833
8322,831
8329,836
8337,840
8344,829
8352,815
8360,902
8367,1097
8375,1229
8505,848
8512,851
8534,864
8542,868
8549,868
8557,871
8564,869
8572,864
8580,852
8587,838
8595,823
8603,809
8610,793
8618,781
8625,765
8633,753
8641,743
8648,736
8656,731
8664,725
8671,726
8679,725
8687,731
8694,736
8702,742
8709,741
8717,745
8725,747
8735,746
8742,741
8750,736
8758,736
8765,739
8773,744
8780,752
8788,760
8796,768
8803,774
8811,778
8819,786
8826,784
8834,783
8842,783
8849,782
8857,780
8864,780
8872,783
8880,782
8887,786
9017,803
9038,816
9046,819
9053,826
9061,829
9069,841
9076,847
9084,855
9092,862
9099,873
9107,885
9114,892
9122,904
9130,912
9137,915
9145,909
9153,903
9160,890
9168,882
9176,868
9183,857
9191,845
9198,831
9206,823
9214,816
9221,810
9229,806
9237,808
9244,809
9252,812
9262,815
9269,809
9277,805
9285,811
9292,812
9300,818
9308,823
9315,821
9323,820
9330,815
9338,819
9346,817
9353,824
9361,830
9369,839
9376,839
9384,841
9392,839
9521,1174
9542,756
9550,775
9558,775
9565,768
9573,770
9581,771
9588,773
9596,769
9604,769
9611,772
9619,775
9627,773
9634,773
9642,779
9649,783
9657,787
9665,793
9672,801
9680,806
9688,816
9695,824
9703,831
9711,828
9718,823
9726,815
9733,808
9741,799
9749,790
9756,782
9764,769
9772,759
9779,748
9787,743
9797,734
9804,728
9812,725
9820,731
9827,735
9835,745
9843,749
9850,757
9858,763
9865,766
9873,771
9881,774
9888,781
9896,782
10027,824
10048,831
10055,841
10063,842
10070,827
10078,911
10086,1110
10093,1261
10101,1170
10109,868
10116,759
10124,793
10132,817
10139,821
10147,820
10155,832
10162,839
10170,845
10177,849
10185,853
10193,854
10200,857
10208,860
10216,863
10223,868
10231,873
10239,880
10246,885
10254,894
10261,901
10269,910
10277,918
10284,923
10323,592
10331,522
10338,506
10346,511
10354,533
10361,553
10369,580
10377,606
10384,637
10514,938
10522,947
10529,945
10551,932
10558,923
10566,912
10573,900
10581,891
10589,886
10596,881
10604,875
10612,870
10619,870
10627,869
10635,840
10642,855
10650,977
10658,1158
10665,1195
10673,1017
10680,705
10688,717
10696,762
10703,791
10711,798
10719,799
10726,809
10734,816
10742,819
10749,821
10757,823
10765,824
10772,828
10780,830
10787,835
10917,833
10925,822
10935,807
10942,789
10950,779
10958,776
10965,777
10973,779
10981,782
10988,787
10996,789
11003,794
11011,796
11019,799
11026,801
11034,797
11055,805
11063,810
11070,820
11078,831
11086,836
11093,842
11101,843
11108,841
11116,841
11124,838
11131,831
11139,832
11147,833
11154,835
11162,835
11170,836
11177,839
11185,844
11193,833
11200,828
11331,857
11338,859
11346,856
11354,858
11361,861
11369,866
11377,871
11384,875
11392,881
11399,888
11407,895
11415,894
11422,890
11432,872
11440,852
11448,834
11455,825
11463,813
11470,804
11478,791
11486,781
11493,775
11501,772
11509,768
11516,766
11524,767
11532,770
11539,773
11560,782
11568,785
11576,780
11583,775
11591,771
11599,760
11606,759
11614,755
11744,770
11752,771
11759,751
11767,820
11775,991
11782,1112
11790,1070
11798,786
11805,650
11813,684
11821,713
11828,730
11836,734
11844,742
11851,751
11859,757
11866,761
11874,767
11882,773
11889,775
11897,778
11905,786
11912,790
11922,796
11930,793
11937,802
11945,810
11953,824
11960,834
11968,847
11976,855
11983,856
12126,822
12134,827
12142,831
12149,835
12157,835
12165,837
12172,842
12180,841
12188,851
12195,857
12203,861
12210,864
12218,864
12226,859
12233,857
12241,854
12249,847
12256,842
12264,841
12272,843
12279,842
12287,843
12294,844
12302,845
12310,852
12317,823
12325,858
12333,1002
12340,1181
12348,1208
12356,1015
12363,751
12371,750
12501,875
12509,884
12516,892
12524,898
12532,900
12542,899
12549,885
12557,869
12565,854
12572,842
12580,830
12587,819
12595,804
12603,794
12610,783
12631,770
12639,767
12647,762
12655,759
12662,758
12670,758
12678,757
12685,758
12693,758
12700,755
12708,753
12716,750
12723,746
12731,747
12739,748
12746,748
12754,755
12762,760
12769,766
12777,768
12784,770
12915,1171
12922,992
12930,713
12938,710
12945,736
12953,753
12961,753
12968,759
12976,767
12983,772
12991,778
12999,783
13006,786
13014,787
13022,790
13032,795
13039,791
13047,793
13054,799
13062,808
13070,820
13077,831
13085,843
13093,856
13100,866
13108,872
13115,870
13136,850
13144,842
13152,837
13159,829
13167,822
13175,817
13182,811
13190,810
13198,810
13327,870
13335,879
13343,884
13350,884
13358,885
13365,881
13373,874
13381,865
13388,861
13396,854
13404,843
13411,840
13419,838
13427,837
13434,835
13442,835
13450,836
13457,842
13465,811
13472,840
13480,979
13488,1178
13495,1222
13503,1032
13511,745
13521,744
13528,759
13536,765
13543,765
13551,774
13559,782
13566,786
13709,882
13717,864
13725,845
13732,825
13740,804
13748,782
13755,769
13763,756
13771,746
13778,739
13786,733
13794,731
13801,729
13809,731
13816,733
13824,734
13832,736
13839,738
13847,739
13855,740
13862,741
13870,743
13878,743
13885,741
13893,738
13900,736
13908,739
13916,740
13923,752
13931,760
13939,766
13946,771
13954,775
13962,771
14092,1114
14099,795
14107,717
14114,740
14122,762
14130,765
14140,768
14147,765
14155,769
14163,774
14170,779
14178,782
14185,790
14193,794
14214,809
14222,820
14229,830
14237,846
14245,861
14252,877
14260,893
14268,905
14275,917
14283,918
14291,915
14298,907
14306,897
14313,886
14321,875
14329,862
14336,849
14344,837
14352,827
14359,824
14367,821
14375,821
14504,857
14512,850
14519,843
14527,844
14535,847
14542,859
14550,858
14558,852
14565,845
14573,844
14581,841
14588,838
14596,834
14603,829
14611,820
14619,815
14629,814
14636,804
14644,799
14652,800
14659,806
14667,803
14674,785
14682,861
14690,1048
14697,1220
14719,696
14726,725
14734,754
14742,763
14749,755
14757,761
14765,765
14772,768
14780,768
14910,857
14918,848
14926,838
14933,823
14941,808
14949,791
14956,777
14964,767
14971,760
14979,755
14987,752
14994,752
15002,751
15010,753
15017,759
15025,763
15033,764
15040,771
15048,774
15055,777
15063,778
15071,779
15078,781
15086,782
15094,783
15101,780
15109,776
15116,780
15126,781
15134,777
15142,785
15149,792
15157,795
15301,1197
15308,917
15316,703
15324,752
15331,792
15339,818
15347,819
15354,828
15362,840
15370,846
15377,851
15385,854
15392,858
15400,862
15408,866
15415,867
15423,873
15431,876
15438,881
15446,887
15454,894
15461,905
15469,913
15476,924
15484,934
15492,936
15499,930
15507,921
15515,907
15522,893
15530,880
15538,868
15545,855
15553,836
15683,843
15690,840
15698,831
15706,825
15713,822
15721,819
15729,822
15739,825
15746,817
15754,814
15761,813
15769,807
15777,802
15784,800
15806,790
15813,787
15821,785
15828,780
15836,778
15844,777
15852,775
15859,758
15867,752
15874,861
15882,1046
15890,1129
15897,1007
15905,670
15913,624
15920,670
15928,699
15936,712
15943,720
15951,729
15959,737
16088,874
16096,869
16103,856
16111,846
16119,835
16126,824
16134,804
16142,793
16149,776
16157,765
16164,753
16172,750
16180,743
16187,742
16195,740
16203,741
16210,745
16218,749
16228,754
16235,750
16243,751
16251,756
16258,766
16266,767
16274,775
16281,779
16289,782
16310,782
16317,789
16325,802
16333,813
16341,824
16348,832
16356,842
16363,847
16371,844
16502,1101
16509,797
16517,777
16524,803
16532,820
16540,824
16547,825
16555,832
16563,835
16570,839
16578,840
16586,842
16593,841
16601,840
16609,841
16616,845
16624,848
16631,851
16639,858
16647,864
16654,874
16662,884
16670,894
16677,901
16685,907
16693,906
16700,896
16708,887
16715,873
16725,851
16733,828
16741,810
16884,838
16891,834
16899,826
16907,819
16914,808
16922,800
16930,790
16937,781
16945,781
16953,783
16960,786
16968,789
16976,788
16983,787
16991,785
16999,781
17006,777
17014,770
17021,765
17029,757
17037,754
17044,755
17052,755
17060,756
17067,757
17075,760
17083,765
17090,742
17098,750
17105,878
17113,1093
17121,1194
17128,1030
17259,824
17266,832
17274,842
17282,846
17289,856
17297,864
17304,873
17312,877
17320,879
17327,878
17337,860
17345,837
17353,822
17360,809
17368,791
17389,768
17396,768
17404,774
17412,776
17419,783
17427,792
17435,800
17442,809
17450,814
17458,820
17465,825
17473,832
17481,839
17488,842
17496,847
17503,852
17511,851
17519,852
17526,856
17534,855
17542,858
17671,863
17679,861
17686,855
17694,852
17702,848
17709,849
17717,846
17725,851
17732,826
17740,831
17748,950
17755,1160
17763,1261
17770,1102
17778,774
17786,727
17793,754
17801,775
17809,781
17816,784
17826,792
17834,788
17841,788
17849,791
17857,796
17864,800
17872,806
17893,818
17901,820
17908,822
17916,825
17924,828
17932,834
17939,844
17947,852
17955,857
18085,756
18092,761
18100,762
18108,764
18115,764
18123,767
18131,767
18138,771
18146,772
18154,773
18161,775
18169,777
18176,776
18184,771
18192,773
18199,768
18207,765
18214,766
18222,768
18230,771
18238,778
18245,783
18253,788
18260,794
18268,796
18276,798
18283,797
18291,799
18299,796
18306,795
18314,788
18324,780
18467,794
18474,805
18482,816
18490,825
18497,832
18505,840
18513,846
18520,853
18528,858
18535,863
18543,870
18551,873
18559,881
18566,889
18574,900
18581,909
18589,922
18597,931
18604,940
18612,944
18620,940
18627,932
18635,920
18643,909
18650,893
18658,879
18665,864
18673,851
18681,840
18688,831
18696,824
18704,820
18711,819
18719,819
18849,842
18857,841
18864,837
18872,833
18879,832
18887,836
18895,843
18902,849
18910,849
18918,846
18925,847
18935,841
18943,832
18950,821
18972,802
18979,801
18987,798
18995,795
19002,791
19010,789
19017,788
19025,767
19033,774
19041,900
19048,1095
19056,1161
19063,978
19071,642
19079,636
19086,685
19094,714
19102,725
19109,727
19117,736
19124,744
19254,886
19262,880
19269,868
19277,857
19285,843
19292,831
19300,816
19308,800
19315,786
19323,776
19330,765
19338,760
19346,755
19353,750
19361,751
19369,756
19376,760
19384,763
19392,770
19399,771
19407,779
19414,782
19422,790
19432,790
19440,782
19447,778
19455,777
19476,779
19484,786
19491,794
19499,808
19506,823
19514,834
19522,842
19530,849
19537,851
19545,847
19675,928
19683,729
19690,764
19698,795
19705,814
19713,816
19721,820
19728,826
19736,832
19744,836
19751,838
19759,839
19767,841
19774,844
19782,844
19789,847
19797,851
19805,858
19812,863
19820,871
19828,879
19835,889
19843,898
19851,904
19858,909
19866,904
19873,894
19881,878
19889,867
19896,853
19904,839
19912,823
20057,820
20065,812
20073,808
20080,795
20088,785
20096,776
20103,769
20111,774
20118,776
20126,778
20134,776
20141,777
20149,771
20157,766
20164,761
20172,756
20180,748
20187,745
20195,744
20203,744
20210,746
20218,743
20225,747
20233,748
20241,747
20248,722
20256,803
20264,1010
20271,1202
20279,1131
20287,809
20294,660
20302,682
20432,835
20440,848
20448,859
20455,870
20463,877
20470,878
20478,873
20486,862
20493,852
20501,837
20509,824
20516,806
20524,793
20531,781
20541,770
20562,751
20570,756
20578,763
20585,772
20593,783
20601,793
20608,806
20616,811
20623,820
20631,827
20639,834
20647,841
20654,845
20662,845
20669,844
20677,846
20685,843
20692,839
20700,837
20708,842
20715,841
20846,864
20853,844
20861,846
20869,957
20876,1173
20884,1291
20892,1136
20899,798
20907,747
20915,772
20922,790
20930,785
20937,786
20945,797
20953,802
20960,808
20968,809
20976,813
20983,815
20991,820
20999,820
21006,823
21014,827
21021,832
21031,836
21039,835
21047,837
21068,870
21076,876
21083,870
21091,863
21098,849
21106,837
21114,822
21121,808
21129,790
21259,785
21267,786
21275,787
21282,782
21290,778
21297,773
21305,769
21313,768
21320,768
21328,774
21336,783
21343,789
21351,791
21359,795
21366,792
21374,790
21381,789
21389,787
21397,780
21404,780
21412,781
21420,781
21427,780
21435,783
21443,786
21450,788
21458,798
21465,770
21473,794
21481,935
21488,1159
21496,1229
21639,853
21647,862
21657,878
21665,885
21672,895
21680,907
21688,918
21695,920
21703,917
21710,907
21718,898
21726,891
21733,878
21741,866
21749,853
21756,845
21764,838
21772,832
21779,829
21787,827
21794,827
21802,829
21810,836
21817,837
21825,840
21833,840
21840,846
21848,846
21856,847
21863,846
21871,849
21878,850
21886,846
21894,843
22023,850
22031,849
22039,849
22046,846
22054,843
22062,845
22069,813
22077,844
22085,986
22092,1190
22100,1235
22107,1002
22115,704
22123,724
22144,776
22154,773
22162,767
22169,760
22177,761
22185,763
22192,768
22200,770
22207,770
22215,770
22223,772
22230,773
22238,781
22246,789
22253,795
22261,804
22269,812
22276,822
22284,831
22291,838
22299,832
22307,826
22437,773
22445,778
22452,780
22460,784
22468,783
22475,785
22483,782
22491,782
22498,774
22506,775
22513,775
22521,778
22529,786
22536,791
22544,797
22552,801
22559,803
22567,796
22575,794
22582,786
22590,783
22597,782
22605,784
22613,787
22620,789
22644,784
22651,790
22659,793
22666,785
22674,881
22682,1080
22689,1205
22697,1129
22705,803
22712,714
22842,915
22850,922
22858,933
22865,938
22873,946
22881,946
22888,943
22896,934
22903,917
22911,900
22919,884
22926,871
22934,857
22942,841
22949,823
22957,812
22964,803
22972,796
22980,789
22987,788
22995,785
23003,788
23010,793
23018,794
23026,800
23033,804
23041,808
23049,808
23056,808
23064,808
23071,810
23079,807
23222,815
23230,808
23238,804
23245,801
23255,774
23263,768
23271,882
23278,1090
23286,1181
23294,1018
23301,699
23309,668
23316,690
23324,710
23332,708
23339,714
23347,722
23355,725
23362,732
23370,738
23378,744
23385,745
23393,750
23400,756
23408,761
23416,766
23423,774
23431,782
23439,792
23446,802
23454,816
23462,829
23469,839
23477,844
23607,786
23614,791
23622,795
23629,795
23637,795
23645,798
23652,798
23660,801
23668,800
23675,798
23683,790
23691,789
23698,789
23706,794
23727,815
23734,821
23742,826
23752,828
23760,820
23767,817
23775,817
23783,814
23790,821
23798,825
23806,833
23813,836
23821,842
23828,846
23836,850
23844,846
23851,834
23859,924
23867,1127
23874,1285
23882,1188
24012,882
24019,885
24027,892
24035,896
24042,907
24050,916
24058,920
24065,920
24073,917
24081,910
24088,897
24096,883
24103,868
24111,855
24119,835
24126,822
24134,804
24142,795
24149,785
24157,780
24165,778
24172,780
24180,781
24187,784
24195,789
24203,787
24210,789
24231,792
24242,787
24249,776
24257,769
24264,761
24272,750
24280,745
24287,747
24295,750
24425,794
24433,798
24441,766
24448,809
24456,993
24464,1204
24471,1185
24479,913
24486,689
24494,708
24502,733
24509,739
24517,733
24525,742
24532,747
24540,755
24548,760
24555,766
24563,769
24570,772
24578,780
24586,783
24593,790
24601,793
24609,801
24616,808
24624,820
24631,827
24639,843
24647,856
24654,867
24662,870
24805,825
24813,829
24821,834
24828,841
24836,844
24844,847
24854,843
24861,835
24869,831
24877,836
24884,840
24892,851
24899,862
24907,868
24915,869
24922,869
24930,868
24938,867
24945,865
24953,860
24961,853
24968,851
24976,854
24983,854
24991,857
24999,855
25006,855
25014,858
25022,862
25029,825
25037,882
25045,1061
25052,1231
25060,1206
25190,870
25197,875
25205,883
25212,887
25220,892
25228,904
25235,908
25243,911
25251,908
25258,902
25266,890
25274,879
25281,867
25289,855
25310,812
25318,793
25325,779
25333,766
25341,759
25351,747
25358,733
25366,726
25374,726
25381,729
25389,733
25396,732
25404,736
25412,742
25419,742
25427,743
25435,738
25442,737
25450,738
25458,740
25465,746
25473,754
25603,775
25611,780
25618,893
25626,1087
25634,1167
25641,1040
25649,719
25657,693
25664,722
25672,749
25680,754
25687,758
25695,769
25702,773
25710,780
25718,782
25725,787
25733,790
25741,794
25748,796
25756,803
25764,808
25771,815
25779,822
25786,832
25794,843
25815,875
25823,886
25830,889
25840,886
25848,869
25856,861
25863,852
25871,844
25879,834
26008,879
26016,871
26024,869
26031,874
26039,871
26047,871
26054,877
26062,872
26069,871
26077,872
26085,865
26092,859
26100,850
26108,852
26115,846
26123,830
26130,822
26138,825
26146,827
26153,828
26161,828
26169,827
26176,831
26184,794
26192,830
26199,987
26207,1195
26214,1216
26222,997
26230,745
26237,747
26245,769
26389,884
26396,886
26404,881
26411,872
26419,858
26427,842
26434,820
26442,804
26452,778
26460,753
26467,731
26475,722
26483,713
26490,706
26498,702
26505,704
26513,706
26521,711
26528,715
26536,722
26544,725
26551,729
26559,737
26567,737
26574,745
26582,748
26590,748
26597,746
26605,748
26612,749
26620,759
26628,768
26635,774
26643,778
26773,929
26780,1142
26788,1238
26796,1093
26803,775
26811,734
26819,757
26826,771
26834,767
26842,772
26849,781
26857,787
26864,793
26872,801
26893,810
26901,820
26908,831
26916,841
26923,859
26931,866
26941,884
26949,884
26956,893
26964,907
26972,921
26979,928
26987,931
26995,925
27002,918
27010,912
27017,904
27025,893
27033,880
27040,870
27048,857
27056,851
27185,896
27193,897
27201,899
27208,907
27216,910
27223,908
27231,904
27239,897
27246,889
27254,880
27262,871
27269,862
27277,859
27285,854
27292,854
27300,854
27307,851
27315,848
27323,849
27330,839
27338,819
27346,904
27353,1101
27361,1253
27369,1163
27376,854
27397,796
27405,796
27413,778
27420,783
27428,784
27438,778
27446,770
27453,770
27461,773
27590,844
27598,833
27606,819
27613,805
27621,796
27629,786
27636,777
27644,771
27652,766
27659,766
27667,765
27675,768
27682,770
27690,775
27697,776
27705,781
27713,780
27720,781
27728,782
27736,781
27743,778
27751,776
27759,780
27766,783
27774,793
27781,799
27789,804
27797,808
27804,810
27812,807
27820,803
27827,801
27971,795
27978,810
27986,815
27993,827
28001,835
28009,846
28016,852
28024,857
28032,857
28039,859
28049,864
28057,865
28065,864
28072,870
28080,878
28087,888
28095,898
28103,910
28110,922
28118,929
28125,934
28133,930
28141,924
28149,911
28156,900
28164,887
28171,877
28179,861
28187,846
28194,835
28202,824
28210,818
28217,810
28225,810
28355,853
28362,853
28370,852
28378,844
28385,836
28393,832
28401,822
28408,816
28416,811
28423,811
28431,806
28439,806
28446,802
28454,803
28475,772
28483,838
28490,1018
28498,1136
28506,1083
28513,780
28521,657
28529,689
28536,713
28546,716
28554,707
28562,710
28569,714
28577,717
28585,722
28592,729
28600,732
28607,737
28615,742
28623,747
28630,753
28638,761
28768,759
28776,754
28783,744
28791,745
28799,746
28806,750
28814,751
28822,755
28829,756
28837,759
28845,765
28852,767
28860,769
28868,771
28875,770
28883,762
28890,764
28898,762
28906,768
28913,776
28921,783
28929,788
28936,791
28944,792
28951,789
28959,787
28980,782
28988,779
28995,785
29003,793
29011,799
29018,807
29026,815
29036,821
29044,796
29051,804
29181,870
29188,873
29196,873
29204,873
29211,875
29219,879
29227,886
29234,890
29242,899
29250,908
29257,916
29265,917
29272,913
29280,902
29288,889
29295,876
29303,863
29311,848
29318,830
29326,817
29334,805
29341,798
29349,789
29356,788
29364,784
29372,786
29379,787
29387,788
29395,790
29402,793
29410,793
29417,796
29561,828
29569,815
29576,798
29584,787
29592,783
29599,775
29607,772
29614,767
29622,766
29630,767
29637,742
29645,750
29655,945
29663,1148
29670,1143
29678,884
29686,650
29693,666
29701,696
29708,703
29716,696
29724,706
29731,717
29739,729
29747,733
29754,741
29762,744
29770,746
29777,750
29785,755
29793,762
29800,768
29808,776
29815,782
29945,773
29953,773
29961,772
29968,771
29976,773
29984,776
29991,783
29999,783
30006,787
30014,789
30022,793
30029,797
30037,800
30045,802
30066,802
30073,805
30081,803
30088,811
30096,820
30104,834
30111,846
30119,852
30127,856
30134,855
30144,858
30152,843
30160,838
30167,841
30175,838
30182,835
30190,839
30198,840
30205,844
30213,850
30221,855
30228,862
30359,860
30366,863
30374,862
30382,860
30389,863
30397,865
30405,866
30412,867
30420,873
30428,879
30435,890
30443,903
30451,908
30458,915
30466,911
30473,900
30481,884
30489,871
30496,857
30504,844
30512,829
30519,816
30527,803
30535,791
30542,786
30550,780
30571,780
30579,779
30586,775
30594,775
30601,772
30609,770
30617,767
30624,769
30632,766
30642,765
30772,792
30780,787
30788,790
30795,792
30803,793
30810,792
30818,792
30826,798
30833,779
30841,772
30849,875
30856,1086
30864,1196
30872,1067
30879,717
30887,667
30895,711
30902,738
30910,750
30917,750
30925,763
30933,770
30940,775
30948,779
30956,786
30963,791
30971,792
30979,795
30986,801
30994,804
31001,810
31009,821
31152,798
31160,798
31168,802
31176,807
